,ID,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,BoxOfficeNew
589,0,"Guillaume Canet, Juliette Binoche, Vincent Macaigne, Christa Théret",,,France,,Olivier Assayas,"Comedy, Drama, Romance",French,79,"Set in the Parisian publishing world, an editor and an author find themselves in over their heads, as they cope with a middle-age crisis, the changing industry and their wives.",https://m.media-amazon.com/images/M/MV5BYzYxMTZlMGUtMGM2MC00ZjdhLWI1MjItMGY4YjliMzI0YTlhXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,IFC Films,R,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",3-May-19,TRUE,108 min,Non-Fiction,movie,,Olivier Assayas,2018,tt7250056,6.7,"2,287",,704919
592,0,"Richard Gere, Lior Ashkenazi, Michael Sheen, Steve Buscemi",1 win & 1 nomination.,"$3,814,868 ","Israel, USA",11-Jul-17,Joseph Cedar,"Drama, Thriller","English, Hebrew",75,"Norman Oppenheimer is a small time operator who befriends a young politician at a low point in his life. Three years later, when the politician becomes an influential world leader, Norman's life dramatically changes for better and worse.",https://m.media-amazon.com/images/M/MV5BNDU2ODc3Njk4OV5BMl5BanBnXkFtZTgwNDM0MjA0MTI@._V1_SX300.jpg,Sony Pictures Classics,R,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",14-Apr-17,TRUE,118 min,Norman,movie,http://www.normanthemovie.com/,Joseph Cedar,2016,tt4191702,6.1,"5,180",,3814868
595,0,"Melissa Leo, Lisa Stewart, Alyssa Brindley, Chelsea Lopez",3 wins & 14 nominations.,"$570,409 ",USA,6-Mar-18,Maggie Betts,Drama,"English, American Sign Language, Latin",73,"Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.",https://m.media-amazon.com/images/M/MV5BMTU5NDQzNTY2MV5BMl5BanBnXkFtZTgwMjgxMTMyMzI@._V1_SX300.jpg,Maven Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",20-Jan-17,TRUE,123 min,Novitiate,movie,http://sonyclassics.com/novitiate/,Maggie Betts,2017,tt4513316,6.7,"3,023",,580346
598,0,"Bruce Weber, William McDonald, Margalit Fox, William Grimes",2 nominations.,"$313,286 ",USA,,Vanessa Gould,Documentary,English,72,Writers and editors from the New York Times discuss their unique approach to writing the obituaries of public figures.,https://m.media-amazon.com/images/M/MV5BM2M4MWVkMDctMTNiZi00YWJhLTlkZDUtMTU0NDJkNWVmYjVkXkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_SX300.jpg,Kino Lorber,,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",15-Apr-16,TRUE,93 min,Obit.,movie,https://www.kinolorber.com/film/obit,,2016,tt4820284,7.2,576,,315049
601,0,"Nobuo Tobita, Toshihiko Seki, Yoko Sakamoto, Yuri Amano",,,Japan,18-Apr-17,Tomomi Mochizuki,"Animation, Drama, Romance",Japanese,73,"As a young man returns home after his first year away at college he recalls his senior year of high school and the iron-willed, big city girl that turned his world upside down.",https://m.media-amazon.com/images/M/MV5BMTBkNTUyZjYtMjIzZC00NDIzLWIyOTEtYmRkYzgxYzFiYzk3XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg,GKIDS,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",13-Jul-94,TRUE,76 min,Ocean Waves,movie,,"Saeko Himuro (novel), Keiko Niwa (screenplay)",1993,tt0108432,6.8,"7,772",,83962
604,0,"Shinobu Terajima, Josh Hartnett, Kaho Minami, Kôji Yakusho",1 win & 6 nominations.,,"Japan, USA",,Atsuko Hirayanagi,"Comedy, Drama","English, Japanese",69,"A lonely woman living in Tokyo decides to take an English class where she discovers her alter ego, Lucy.",https://m.media-amazon.com/images/M/MV5BODQyMTg4NmEtMTJjMi00NmU0LTllN2MtYWU3NWRiNjdmZGYzXkEyXkFqcGdeQXVyMjg3Mjk4ODc@._V1_SX300.jpg,Film Movement,,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",5-Jun-18,TRUE,95 min,Oh Lucy!,movie,http://ohlucyfilm.com/,"Atsuko Hirayanagi (based on the short film by), Boris Frumin, Atsuko Hirayanagi",2017,tt6343058,6.8,"2,340",,375391
607,0,"Seiran Kobayashi, Nana Mizuki, Satsumi Matsuda, Rina Endô",,,Japan,,Kitarô Kôsaka,"Animation, Adventure, Drama, Family, Fantasy","Japanese, English",70,"After losing her parents in a car accident, Okko starts living in the countryside with her grandmother who runs a traditional Japanese inn. While she prepares to be the next owner of the inn, Okko can somehow see friendly ghosts.",https://m.media-amazon.com/images/M/MV5BZDNlYjMyN2YtYWI5OC00MTY0LTgxZWQtZDAwZWFjNzhlOGVjXkEyXkFqcGdeQXVyNjYxNzY5MjE@._V1_SX300.jpg,,PG,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",21-Sep-18,TRUE,94 min,Okko's Inn,movie,,"Hiroko Reijo (novels), Asami (novels), Reiko Yoshida (screenwriter)",2018,tt8328740,7.1,463,,134787
609,0,"Min-hee Kim, Young-hwa Seo, Jae-yeong Jeong, Seong-kun Mun",6 wins & 7 nominations.,,"South Korea, Germany",,Sang-soo Hong,Drama,"Korean, English, German",80,"An actress wanders around a seaside town, pondering her relationship with a married man.",https://m.media-amazon.com/images/M/MV5BZjExNTNjYzYtNmJjYS00ZmMzLTk2NDUtY2FlOWRlYWViNmU1XkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,,,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",23-Mar-17,TRUE,101 min,On the Beach at Night Alone,movie,,Sang-soo Hong,2017,tt6412864,6.8,"2,347",,37489
611,0,"Nick Cave, Warren Ellis, Jim Sclavunos, Susie Bick",1 nomination.,,"UK, France",,Andrew Dominik,"Documentary, Music",English,92,Explores the creative process of Nick Cave and his band as the singer struggles an unspoken personal tragedy.,https://m.media-amazon.com/images/M/MV5BZjRkZGUzZWYtMjZmYS00NDVlLTk1MjctZDljNTNhMDE5NDU5XkEyXkFqcGdeQXVyMjM0MTE3ODQ@._V1_SX300.jpg,Iconoclast Films,PG,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",8-Sep-16,TRUE,113 min,One More Time with Feeling,movie,http://www.onemoretimewithfeeling.film/,,2016,tt5777628,8.3,"3,781",,
614,0,"Sharon Alexander, Shai Avivi, Tomer Capon, Evgenia Dodina",8 wins & 14 nominations.,"$41,528 ",Israel,5-Sep-17,Asaph Polonsky,"Comedy, Drama",Hebrew,72,"When Eyal finishes the week of mourning for his late son, his wife urges him to return to their routine but instead he gets high with a young neighbor and sets out to discover that there ...",https://m.media-amazon.com/images/M/MV5BYzc1NDIzNTQtYWNlZS00OWM3LWI3NWItMWIzMjAwZDBiMmNmXkEyXkFqcGdeQXVyMjg4Mzc3ODU@._V1_SX300.jpg,Black Sheep Film Productions,,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",8-Sep-16,TRUE,98 min,One Week and a Day,movie,http://oneweekandaday.oscilloscope.net/,Asaph Polonsky,2016,tt4777584,6.7,778,,41614
617,0,"Daisy Ridley, Naomi Watts, Clive Owen, Tom Felton",1 win.,,"UK, USA",2-Jul-19,Claire McCarthy,"Drama, Romance",English,60,"A re-imagining of Hamlet, told from Ophelia's perspective.",https://m.media-amazon.com/images/M/MV5BMTU2OTAxNjI2OV5BMl5BanBnXkFtZTgwNzc2NjUwODM@._V1_SX300.jpg,IFC Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",28-Jun-19,TRUE,114 min,Ophelia,movie,,"Semi Chellas (adaptation), Semi Chellas, Lisa Klein (book), Lisa Klein (novel), William Shakespeare (characters)",2018,tt5690810,7,"3,711",,50722
620,0,"Michael Gambon, Imelda Staunton, Ben Whishaw, Madeleine Harris",Nominated for 3 BAFTA Film Awards. Another 3 wins & 7 nominations.,,"UK, France, USA",,Paul King,"Adventure, Comedy, Family, Fantasy",English,88,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,,PG,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",12-Jan-18,TRUE,103 min,Paddington 2,movie,,"Paul King, Simon Farnaby, Michael Bond (""Paddington Bear"" created by), Jon Croker (additional material), Simon Stephenson (additional material)",2017,tt4468740,7.8,"48,368",,40891591
622,0,"Willem Dafoe, Ninetto Davoli, Riccardo Scamarcio, Valerio Mastandrea",2 wins & 5 nominations.,,"France, Belgium, Italy",,Abel Ferrara,"Biography, Drama","English, Italian, French",71,A kaleidoscopic look at the last day of Italian filmmaker Pier Paolo Pasolini in 1975.,https://m.media-amazon.com/images/M/MV5BMDA1YTcwNDYtOTkzZi00MDhmLTg1M2MtYWYwNDllN2RjZTc3XkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,Kino Lorber,,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",10-May-19,TRUE,84 min,Pasolini,movie,,"Maurizio Braucci, Abel Ferrara (based on an idea by), Nicola Tranquillino (based on an idea by)",2014,tt3125652,5.7,"2,772",,30757
625,0,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",9 wins & 33 nominations.,"$2,141,423 ","France, Germany, USA",4-Apr-17,Jim Jarmusch,"Comedy, Drama, Romance","English, Italian",90,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX300.jpg,K5 International,R,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",17-Nov-16,TRUE,118 min,Paterson,movie,http://www.patersonmovie.com/,"Jim Jarmusch, William Carlos Williams (poem), Ron Padgett (poems)",2016,tt5247022,7.4,"56,786",,2152738
628,0,"Spike Lee, Bono, Princess Diana, Phil Donahue",,,"UK, USA",,Ron Howard,"Documentary, Biography, Music",English,66,"A look at the life and work of opera legend, Luciano Pavarotti.",https://m.media-amazon.com/images/M/MV5BMTgyMjk3MzE1MV5BMl5BanBnXkFtZTgwMzk2OTQ4NzM@._V1_SX300.jpg,CBS Films,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",16-Oct-19,TRUE,114 min,Pavarotti,movie,,"Cassidy Hartmann (consulting writer), Mark Monroe",2019,tt6964076,7.6,586,,4600249
631,0,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand",Nominated for 1 BAFTA Film Award. Another 6 wins & 3 nominations.,,Sweden,16-Mar-04,Ingmar Bergman,"Drama, Thriller","Swedish, English",86,A nurse is put in charge of a mute actress and finds that their personae are melding together.,https://m.media-amazon.com/images/M/MV5BYzI1ZjUwYmEtNWNmNS00NjgyLTlhNmUtNjA2YmFhYmIyMzVkXkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg,Criterion Collection,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",16-Mar-67,TRUE,83 min,Persona,movie,,Ingmar Bergman (story and screenplay),1966,tt0060827,8.1,"88,691",,1305195
634,0,"Dale Midkiff, Fred Gwynne, Denise Crosby, Brad Greenquist",1 win & 5 nominations.,,USA,19-Sep-00,Mary Lambert,"Horror, Thriller",English,38,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.",https://m.media-amazon.com/images/M/MV5BYjBlNTBhYWQtMzg5Yi00NDA2LWJmMjYtZmM0ODhiYzkwYmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Home Video,R,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",21-Apr-89,TRUE,103 min,Pet Sematary,movie,,"Stephen King (novel), Stephen King (screenplay)",1989,tt0098084,6.6,"86,377",,54724696
637,0,"A. Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester",2 wins & 1 nomination.,,USA,6-Dec-16,Don Coscarelli,"Horror, Sci-Fi",English,72,"A teenage boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a lethal arsenal of terrible weapons with him.",https://m.media-amazon.com/images/M/MV5BZTdmN2RkODEtODM4ZS00ZGRlLTliMTYtYmZmZWZkMTZmODYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Well Go USA Entertainment,R,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",28-Mar-79,TRUE,88 min,Phantasm,movie,,Don Coscarelli,1979,tt0079714,6.8,"28,913",,5617391
640,0,"William Finley, Paul Williams, Jessica Harper, Gerrit Graham",Nominated for 1 Oscar. Another 3 wins & 4 nominations.,,USA,4-Sep-01,Brian De Palma,"Comedy, Drama, Fantasy, Horror, Music, Musical, Romance, Thriller",English,67,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise.",https://m.media-amazon.com/images/M/MV5BZWI5NDk1MDgtYzYwZi00ZmZhLThiN2QtN2U5OGExNTBhOTZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fox,PG,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",1-Nov-74,TRUE,91 min,Phantom of the Paradise,movie,,Brian De Palma,1974,tt0071994,7.4,"14,828",,
643,0,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",Won 1 Oscar. Another 46 wins & 93 nominations.,"$947,190 ","USA, UK",10-Apr-18,Paul Thomas Anderson,"Drama, Romance","English, French",90,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Focus Features,R,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",19-Jan-18,TRUE,130 min,Phantom Thread,movie,http://www.focusfeatures.com/phantom-thread,Paul Thomas Anderson,2017,tt5776858,7.5,"88,548",,21198205
646,0,"Maya Erskine, Jack Quaid, Ed Begley Jr., Alex Anfanger",,,USA,14-Jun-19,"Jeff Chan, Andrew Rhymer","Comedy, Drama, Romance",English,66,"In order to survive a summer of wedding fever, longtime single friends, Ben and Alice, agree to be each other's plus one at every wedding they've been invited to.",https://m.media-amazon.com/images/M/MV5BMGMxYjU3NGEtNjM4ZC00YjcyLThjNjktZjM1MWRlZGI3MmZlXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg,RLJE Films,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",14-Jun-19,TRUE,99 min,Plus One,movie,,"Jeff Chan, Andrew Rhymer",2019,tt7645122,6.6,"2,692",,
649,0,"Jackie Chan, Maggie Cheung, Brigitte Lin, Kwok-Hung Lam",2 wins & 5 nominations.,,Hong Kong,14-Nov-06,"Jackie Chan, Chi-Hwa Chen","Action, Comedy, Crime, Thriller",Cantonese,78,A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.,https://m.media-amazon.com/images/M/MV5BMWJhZmI5ZWUtYjgyNy00NTk1LWIzODktYTE3NzQzNzJlOTgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Shout! Factory,PG-13,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",14-Dec-85,TRUE,100 min,Police Story,movie,,"Jackie Chan, Edward Tang",1985,tt0089374,7.6,"25,531",,113164
652,0,"Divine, Tab Hunter, Edith Massey, David Samson",1 nomination.,,USA,7-Sep-04,John Waters,Comedy,English,72,"A suburban housewife's world falls apart when she finds that her pornographer husband is serially unfaithful to her, her daughter is pregnant, and her son is suspected of being the foot-fetishist who's been breaking local women's feet.",https://m.media-amazon.com/images/M/MV5BZjc3M2Y5NTItZTIzYi00M2VjLTljMTYtMjMyM2EzM2NmNjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,New Line Cinema,R,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",29-May-81,TRUE,86 min,Polyester,movie,,John Waters,1981,tt0082926,7,"6,266",,
655,0,"Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent",5 wins & 4 nominations.,,"France, West Germany",9-Sep-03,Andrzej Zulawski,"Drama, Horror","English, French, German",72,A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.,https://m.media-amazon.com/images/M/MV5BMDlkMWMzZTctMWUzNi00ZWUzLWIyYTUtZDUzMTU0ZDMxNzJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Anchor Bay Entertainment,R,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",28-Oct-83,TRUE,124 min,Possession,movie,,"Andrzej Zulawski (original screenplay), Andrzej Zulawski (adaptation), Frederic Tuten (adaptation), Andrzej Zulawski (dialogue), Frederic Tuten (dialogue)",1981,tt0082933,7.4,"20,687",,
658,0,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis",1 win & 3 nominations.,"$43,818,159 ","USA, Canada",19-Aug-08,Nelson McCormick,"Horror, Mystery","English, Italian",17,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",https://m.media-amazon.com/images/M/MV5BMTI0NzcyMjAxOF5BMl5BanBnXkFtZTcwMjEwNDc1MQ@@._V1_SX300.jpg,Screen Gems,PG-13,"{'Source': 'Internet Movie Database', 'Value': '3.9/10'}",11-Apr-08,TRUE,88 min,Prom Night,movie,http://www.sonypictures.com/movies/promnight/,J.S. Cardone,2008,tt0926129,3.9,"31,913",,43869350
661,0,"Adam Sandler, Jason Andrews, Don McManus, Emily Watson",Nominated for 1 Golden Globe. Another 14 wins & 35 nominations.,"$17,800,000 ",USA,24-Jun-03,Paul Thomas Anderson,"Comedy, Drama, Romance, Thriller",English,78,"A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding.",https://m.media-amazon.com/images/M/MV5BYmE1OTY4NjgtYjcwNC00NWE4LWJiNGMtZmVhYTdlMWE1YzIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Columbia Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",1-Nov-02,TRUE,95 min,Punch-Drunk Love,movie,http://www.punchdrunklove.com/,Paul Thomas Anderson,2002,tt0272338,7.3,"134,522",,17844216
664,0,"Samantha Mugatsia, Neville Misati, Nice Githinji, Charlie Karumi",,,"Kenya, South Africa, Germany, Netherlands, France, Norway, Lebanon, UK",,Wanuri Kahiu,"Drama, Romance","English, Swahili",68,"""Good Kenyan girls become good Kenyan wives,"" but Kena and Ziki long for something more. When love blossoms between them, the two girls will be forced to choose between happiness and safety.",https://m.media-amazon.com/images/M/MV5BMGFiZTNiZjEtN2E4ZS00MWQyLWJmZDYtMTRmZTAwM2ExNDZlXkEyXkFqcGdeQXVyNTkyMjQwNw@@._V1_SX300.jpg,Film Movement,,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",19-Apr-19,TRUE,83 min,Rafiki,movie,,"Wanuri Kahiu, Jenna Cato Bass, Monica Arac de Nyeko (short story ""Jambula Tree"")",2018,tt8286894,6.5,"1,151",,137968
667,0,"Ruth Bader Ginsburg, Ann Kittner, Harryette Helsel, Nina Totenberg",1 nomination.,,USA,28-Aug-18,"Julie Cohen, Betsy West","Documentary, Biography","English, Italian, German, French",71,"The exceptional life and career of U.S. Supreme Court Justice Ruth Bader Ginsburg, who has developed a breathtaking legal legacy while becoming an unexpected pop culture icon.",https://m.media-amazon.com/images/M/MV5BNTE4Nzc0NDU3Nl5BMl5BanBnXkFtZTgwODIzMTQzNTM@._V1_SX300.jpg,Magnolia Pictures,PG,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",14-Sep-18,TRUE,98 min,RBG,movie,http://www.rbgmovie.com/,,2018,tt7689964,7.5,"8,627",,14017361
670,0,"Judi Dench, Nina Sosanya, Laurence Spellman, Nicola Sloane",,,UK,,Trevor Nunn,"Biography, Drama, Romance",English,45,"The story of Joan Stanley, who was exposed as the KGB's longest-serving British spy.",https://m.media-amazon.com/images/M/MV5BOTBhMDZjZmQtNmJjYS00OWI0LTkxM2ItN2ExZTc3NzkxZmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,,R,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",19-Apr-19,TRUE,101 min,Red Joan,movie,,"Lindsay Shapero (screenplay), Jennie Rooney (novel)",2018,tt7615302,6.3,"3,953",,1579730
672,0,"Magaly Solier, Amiel Cayo, Junior Bejar, Mauro Chuchon",,,"Peru, Germany, Norway",,Alvaro Delgado Aparicio,Drama,"Quechua, Spanish",,"Segundo Paucar, a 14 year old boy wants to become a master story-box maker just like his father to carry on with the family legacy. On his way to a community celebration in the Andes, ...",https://m.media-amazon.com/images/M/MV5BOTlkMThiYmEtNDQxYy00OWU2LTgwOTItYWZjYTBhMDM5NTAzXkEyXkFqcGdeQXVyMzc1NzA1NzI@._V1_SX300.jpg,,,"{'Source': 'Internet Movie Database', 'Value': '8.6/10'}",7-Jun-18,TRUE,95 min,Retablo,movie,,"Alvaro Delgado Aparicio, Héctor Gálvez",2017,tt7761590,8.6,66,,
674,0,"Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",Nominated for 1 Golden Globe. Another 6 wins & 28 nominations.,,USA,,,"Drama, Mystery, Thriller",English,,An emotionally troubled young woman sets out to exact revenge against the people who wronged her father.,https://m.media-amazon.com/images/M/MV5BMTY2NjA5MDc0OF5BMl5BanBnXkFtZTgwNTE4OTA5MjE@._V1_SX300.jpg,,TV-PG,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",21-Sep-11,TRUE,44 min,Revenge,series,,Mike Kelley,2011–2015,tt1837642,7.9,"107,975",4,102091
